DAUID,MAG_mean,MAG_std,hf_transit_mean,hf_walk_mean,n_blocks,CSDNAME,CMANAME,Residential instability Scores,Economic dependency Scores,Situational vulnerability Scores,Ethno-cultural composition Scores,Residential instability Quintiles,Economic dependency Quintiles,Situational vulnerability Quintiles,Ethno-cultural composition Quintiles
48060896,-0.0737,0.004989703684302591,0.0959,0.0222,8,Calgary,Calgary,0.769,-0.927,-0.855,0.43,4.0,1.0,1.0,4.0
48060897,-0.083625,0.006425562788025427,0.1078625,0.0242375,8,Calgary,Calgary,1.158,-1.207,-0.35,-0.529,5.0,1.0,2.0,2.0
48060898,-0.10146,0.029631484756739563,0.13055,0.029089999999999998,10,Calgary,Calgary,1.58,-1.254,-0.166,0.006,5.0,1.0,3.0,4.0
48060899,-0.12342,0.014882943257299608,0.1643,0.04088,5,Calgary,Calgary,2.249,0.189,1.947,0.929,5.0,4.0,5.0,5.0
48060900,-0.14418,0.06345841683076145,0.15584,0.01166,10,Calgary,Calgary,2.685,1.226,-0.574,0.28,5.0,5.0,2.0,4.0
48060901,-0.12022105263157894,0.07353710007689519,0.1309157894736842,0.010694736842105262,19,Calgary,Calgary,1.09,-1.284,-0.621,-0.383,5.0,1.0,2.0,3.0
48060902,-0.13424285714285714,0.03299079958326041,0.14091428571428571,0.006671428571428571,7,Calgary,Calgary,0.533,-0.565,-0.938,-0.787,4.0,2.0,1.0,2.0
48060903,-0.1277,0.02284413022450814,0.1339,0.0062,8,Calgary,Calgary,1.125,-0.895,0.004,-0.813,5.0,1.0,4.0,1.0
48060904,-0.047538461538461536,0.05963792890520734,0.05002307692307692,0.0024846153846153846,13,Calgary,Calgary,0.9,-0.535,0.175,-0.326,5.0,2.0,4.0,3.0
48060905,-0.044833333333333336,0.043941445887301735,0.04741666666666666,0.0025833333333333333,6,Calgary,Calgary,-0.066,-1.227,-0.539,-0.744,3.0,1.0,2.0,2.0
48060906,-0.06849999999999999,0.016076442392519562,0.0799,0.0114,11,Calgary,Calgary,0.472,0.043,0.778,-0.118,4.0,3.0,5.0,3.0
48060907,-0.06236666666666666,0.01629781171405126,0.07013333333333334,0.007766666666666667,6,Calgary,Calgary,0.533,0.312,-0.245,-0.433,4.0,4.0,3.0,3.0
48060908,-0.06536,0.022912071054359103,0.07576000000000001,0.0104,5,Calgary,Calgary,0.698,-0.23,1.157,-0.22,4.0,3.0,5.0,3.0
48060909,-0.06853333333333333,0.002936551265231603,0.0728,0.004266666666666666,3,Calgary,Calgary,2.575,2.855,0.124,0.16,5.0,5.0,4.0,4.0
48060910,-0.08168571428571428,0.005453570259144788,0.09144285714285715,0.009757142857142857,7,Calgary,Calgary,0.442,0.443,0.838,-0.217,4.0,4.0,5.0,3.0
48060911,-0.08058,0.004457802149041608,0.08788,0.007299999999999999,5,Calgary,Calgary,0.559,0.818,1.925,0.283,4.0,5.0,5.0,4.0
48060912,-0.08555,0.007784600182411425,0.0998375,0.0142875,8,Calgary,Calgary,0.784,0.319,0.955,0.516,4.0,4.0,5.0,4.0
48060913,-0.074375,0.0007135591542869246,0.089975,0.0156,4,Calgary,Calgary,1.009,-0.196,0.991,1.471,5.0,3.0,5.0,5.0
48060914,-0.075775,0.005638832199261521,0.093875,0.0181,8,Calgary,Calgary,1.739,-0.422,1.634,1.578,5.0,2.0,5.0,5.0
48060915,-0.08584,0.009762581625779112,0.10152000000000001,0.01568,5,Calgary,Calgary,1.126,-0.401,0.58,1.391,5.0,2.0,5.0,5.0
48060916,-0.0863,0.0036491094804075074,0.09975,0.013449999999999998,6,Calgary,Calgary,0.782,0.312,1.121,0.911,4.0,4.0,5.0,5.0
48060917,-0.08155,0.00021213203435596054,0.0947,0.01315,2,Calgary,Calgary,2.038,0.615,0.902,1.134,5.0,4.0,5.0,5.0
48060918,-0.09763333333333334,0.0042158431343366385,0.11133333333333334,0.013699999999999999,3,Calgary,Calgary,1.592,-0.404,0.667,0.761,5.0,2.0,5.0,5.0
48060919,-0.0927,0.012319090875547601,0.10728571428571429,0.014585714285714285,7,Calgary,Calgary,0.378,0.33,1.194,0.469,4.0,4.0,5.0,4.0
48060920,-0.08164,0.007019116753552398,0.09558,0.01394,5,Calgary,Calgary,1.401,-0.417,1.565,0.871,5.0,2.0,5.0,5.0
48060921,-0.10228333333333334,0.025841781414342676,0.11188333333333333,0.0096,6,Calgary,Calgary,1.052,-0.65,0.123,0.364,5.0,2.0,4.0,4.0
48060922,-0.10213333333333334,0.026010831077328787,0.11143333333333333,0.009300000000000001,3,Calgary,Calgary,1.6,-0.992,-0.021,0.765,5.0,1.0,3.0,5.0
48060923,-0.06035,0.054044025263359746,0.07295,0.0126,4,Calgary,Calgary,2.024,0.205,1.441,0.877,5.0,4.0,5.0,5.0
48060924,-0.07328571428571429,0.05885588470862675,0.07773571428571428,0.00445,14,Calgary,Calgary,1.316,-0.738,0.682,1.425,5.0,2.0,5.0,5.0
48060925,-0.07376,0.017862614590255257,0.08002000000000001,0.00626,5,Calgary,Calgary,-0.046,-0.067,0.497,-0.369,3.0,3.0,5.0,3.0
48060926,-0.08053333333333333,0.022150003762226925,0.0838,0.0032666666666666664,6,Calgary,Calgary,-0.28,-0.416,-0.361,0.101,3.0,2.0,2.0,4.0
48060927,-0.0671,0.002262741699796958,0.0779,0.0108,2,Calgary,Calgary,0.0,0.359,0.057,-0.418,4.0,4.0,4.0,3.0
48060928,-0.06065,0.018314065632731576,0.07015,0.0095,2,Calgary,Calgary,1.048,-0.35,0.007,0.555,5.0,2.0,4.0,4.0
48060929,-0.08738,0.0028340783334269352,0.08893999999999999,0.00156,5,Calgary,Calgary,0.16,-0.532,-0.182,-0.062,4.0,2.0,3.0,4.0
48060930,-0.09666666666666668,0.023584811496667378,0.09863333333333334,0.0019666666666666665,3,Calgary,Calgary,0.991,-0.127,0.206,0.586,5.0,3.0,4.0,4.0
48060931,-0.08395,0.017598200665598356,0.086075,0.002125,4,Calgary,Calgary,-0.482,0.126,-0.351,-0.151,3.0,4.0,2.0,3.0
48060932,-0.10953333333333333,0.006061627944152741,0.11186666666666667,0.002333333333333333,3,Calgary,Calgary,0.805,0.109,0.503,-0.281,4.0,3.0,5.0,3.0
48060933,-0.09866,0.002719007171744858,0.10093999999999999,0.00228,5,Calgary,Calgary,0.372,-0.125,0.224,0.189,4.0,3.0,4.0,4.0
48060934,-0.07287142857142857,0.049788208586830224,0.0744,0.0015285714285714288,7,Calgary,Calgary,1.481,0.275,0.735,0.764,5.0,4.0,5.0,5.0
48060935,-0.11735999999999999,0.025968307607543473,0.11992,0.0025599999999999998,5,Calgary,Calgary,-0.514,-0.296,0.636,1.728,2.0,3.0,5.0,5.0
48060936,-0.0907,,0.0932,0.0025,1,Calgary,Calgary,0.907,-0.537,0.751,1.953,5.0,2.0,5.0,5.0
48060937,-0.07903333333333333,0.01439995370362928,0.08116666666666666,0.002133333333333333,6,Calgary,Calgary,-0.115,-0.099,0.269,-0.328,3.0,3.0,4.0,3.0
48060938,-0.04291704545454545,0.03337445930197312,0.044913636363636364,0.0019965909090909092,88,Calgary,Calgary,-0.254,0.039,0.0,0.193,3.0,3.0,4.0,4.0
48060943,-0.1004,0.007636753236814716,0.1291,0.0287,2,Calgary,Calgary,0.041,0.271,-0.085,1.839,4.0,4.0,3.0,5.0
48060944,-0.05815,0.015202795795510775,0.10075,0.0426,2,Calgary,Calgary,0.081,-0.155,-0.127,2.988,4.0,3.0,3.0,5.0
48060945,-0.055349999999999996,0.001343502884254442,0.07444999999999999,0.0191,2,Calgary,Calgary,-0.858,0.913,-0.399,1.796,1.0,5.0,2.0,5.0
48060946,-0.0834,0.0005656854249492395,0.0851,0.0017000000000000001,2,Calgary,Calgary,-0.336,0.225,0.044,1.915,3.0,4.0,4.0,5.0
48060947,-0.056100000000000004,0.020188858313436153,0.07506666666666667,0.01896666666666667,3,Calgary,Calgary,-0.41,-0.038,0.051,1.992,3.0,3.0,4.0,5.0
48060948,-0.08203333333333333,0.0027300793639257635,0.08686666666666666,0.004833333333333333,3,Calgary,Calgary,-0.847,0.187,0.327,2.672,1.0,4.0,4.0,5.0
48060949,-0.06855,0.00332340187157678,0.086,0.01745,2,Calgary,Calgary,0.518,-1.356,0.158,1.981,4.0,1.0,4.0,5.0
48060950,-0.06733333333333334,0.002631222782915451,0.07046666666666666,0.0031333333333333335,3,Calgary,Calgary,-0.155,-0.549,0.613,1.016,3.0,2.0,5.0,5.0
48060952,-0.06995,0.013505739520663059,0.0815,0.011550000000000001,2,Calgary,Calgary,-0.185,-0.346,0.625,1.586,3.0,2.0,5.0,5.0
48060953,-0.0679,0.01305552245858689,0.078425,0.010525,4,Calgary,Calgary,0.174,0.029,0.282,2.042,4.0,3.0,4.0,5.0
48060954,-0.07222500000000001,0.011600969787047982,0.079375,0.00715,4,Calgary,Calgary,-0.541,0.436,0.523,1.967,2.0,4.0,5.0,5.0
48060956,-0.090525,0.006068154579441764,0.096525,0.006,4,Calgary,Calgary,-0.914,0.605,0.804,1.235,1.0,4.0,5.0,5.0
48060957,-0.08145,0.009673503329542336,0.088725,0.007275,4,Calgary,Calgary,-0.492,0.129,0.2,1.879,2.0,4.0,4.0,5.0
48060958,-0.09315000000000001,0.013694402749542117,0.098375,0.0052250000000000005,4,Calgary,Calgary,-0.46,0.24,0.524,1.793,3.0,4.0,5.0,5.0
48060959,-0.07586666666666665,0.005873102530463214,0.0992,0.023333333333333334,3,Calgary,Calgary,-1.169,0.142,0.065,0.9,1.0,4.0,4.0,5.0
48060960,-0.05973333333333333,0.016062793447384347,0.08163333333333334,0.0219,3,Calgary,Calgary,-0.172,0.212,0.016,1.069,3.0,4.0,4.0,5.0
48060961,-0.0471,0.004384062043356595,0.09659999999999999,0.0495,2,Calgary,Calgary,-0.293,0.42,0.856,1.954,3.0,4.0,5.0,5.0
48060962,-0.042199999999999994,0.004073082370883259,0.09986666666666666,0.057666666666666665,3,Calgary,Calgary,0.267,0.014,-0.181,1.786,4.0,3.0,3.0,5.0
48060963,-0.050800000000000005,,0.0932,0.0424,1,Calgary,Calgary,-0.22,0.519,-0.039,1.421,3.0,4.0,3.0,5.0
48060965,-0.0491,0.010911920087683926,0.08013333333333333,0.031033333333333333,3,Calgary,Calgary,-0.946,0.982,0.126,2.162,1.0,5.0,4.0,5.0
48060966,-0.06856666666666666,0.0018448125469362354,0.07546666666666667,0.0069,3,Calgary,Calgary,-0.119,-0.295,-0.153,1.129,3.0,3.0,3.0,5.0
48060967,-0.073875,0.006593620654339568,0.08365,0.009774999999999999,4,Calgary,Calgary,-0.673,0.348,0.022,1.993,2.0,4.0,4.0,5.0
48060968,-0.062299999999999994,0.0012529964086141635,0.07183333333333333,0.009533333333333333,3,Calgary,Calgary,-0.8,0.541,0.533,1.064,2.0,4.0,5.0,5.0
48060969,-0.06523333333333332,0.0037806525010020808,0.07153333333333334,0.0063,3,Calgary,Calgary,-0.311,0.014,0.909,1.812,3.0,3.0,5.0,5.0
48060970,-0.070625,0.0038274229798477594,0.077475,0.00685,4,Calgary,Calgary,-0.447,-0.038,0.743,1.486,3.0,3.0,5.0,5.0
48060971,-0.06149999999999999,,0.0705,0.009,1,Calgary,Calgary,-0.489,0.524,0.401,2.189,2.0,4.0,4.0,5.0
48060972,-0.06325,0.0003535533905932741,0.0704,0.00715,2,Calgary,Calgary,-1.095,0.004,0.076,2.074,1.0,3.0,4.0,5.0
48060973,-0.06323333333333332,0.0018147543451754874,0.08650000000000001,0.023266666666666668,3,Calgary,Calgary,-0.342,0.408,0.043,1.857,3.0,4.0,4.0,5.0
48060974,-0.05993333333333334,0.0035133080327994786,0.08333333333333333,0.0234,3,Calgary,Calgary,-0.22,-0.287,0.289,2.476,3.0,3.0,4.0,5.0
48060975,-0.0669,,0.0717,0.0048,1,Calgary,Calgary,-0.443,0.585,0.992,2.419,3.0,4.0,5.0,5.0
48060976,-0.0626,0.0005656854249492371,0.06835,0.00575,2,Calgary,Calgary,-0.3,0.408,-0.101,2.178,3.0,4.0,3.0,5.0
48060977,-0.0683,0.01796051224213831,0.0771,0.0088,2,Calgary,Calgary,-0.542,0.128,-0.006,1.638,2.0,4.0,4.0,5.0
48060978,-0.061766666666666664,0.004707794954470026,0.0697,0.007933333333333334,3,Calgary,Calgary,0.334,-0.044,0.079,2.421,4.0,3.0,4.0,5.0
48060979,-0.1309,0.013722609081366416,0.14393333333333333,0.013033333333333333,3,Calgary,Calgary,0.049,-0.238,0.652,1.409,4.0,3.0,5.0,5.0
48060980,-0.09389999999999998,0.009333809511662424,0.10375,0.009850000000000001,2,Calgary,Calgary,-0.042,0.004,0.729,2.099,3.0,3.0,5.0,5.0
48060981,-0.06718571428571428,0.043817945877829334,0.08146785714285713,0.014282142857142858,28,Calgary,Calgary,0.58,-0.111,0.522,0.78,4.0,3.0,5.0,5.0
48060982,-0.12490000000000001,,0.1398,0.0149,1,Calgary,Calgary,2.399,-0.663,1.887,3.353,5.0,2.0,5.0,5.0
48060983,-0.10046666666666666,0.017409288708426125,0.10633333333333334,0.005866666666666666,3,Calgary,Calgary,0.357,-0.87,0.235,2.096,4.0,1.0,4.0,5.0
48060984,-0.0741,,0.0849,0.0108,1,Calgary,Calgary,0.209,-0.329,0.464,0.889,4.0,2.0,5.0,5.0
48060985,-0.0721,,0.0769,0.0048,1,Calgary,Calgary,0.05,0.131,1.161,0.837,4.0,4.0,5.0,5.0
48060986,-0.06705,0.0018400310556385367,0.07906250000000001,0.0120125,8,Calgary,Calgary,0.107,-0.863,2.074,1.313,4.0,1.0,5.0,5.0
48060987,-0.0773,,0.092,0.0147,1,Calgary,Calgary,1.199,-0.691,1.678,0.851,5.0,2.0,5.0,5.0
48060988,-0.06485,0.007269342015157448,0.07805000000000001,0.0132,4,Calgary,Calgary,-0.592,1.297,0.908,1.389,2.0,5.0,5.0,5.0
48060989,-0.06172,0.004977147777593103,0.07754,0.01582,5,Calgary,Calgary,-0.175,-0.401,0.533,0.602,3.0,2.0,5.0,4.0
48060990,-0.048133333333333334,0.004104063027456249,0.06026666666666667,0.012133333333333335,3,Calgary,Calgary,-0.593,0.304,0.941,1.319,2.0,4.0,5.0,5.0
48060991,-0.0568,0.004949747468305834,0.07,0.0132,2,Calgary,Calgary,-0.461,0.096,1.692,0.832,3.0,3.0,5.0,5.0
48060992,-0.0673,0.011455129855222068,0.07555,0.00825,2,Calgary,Calgary,0.575,-0.538,0.253,1.383,4.0,2.0,4.0,5.0
48060993,-0.0594,,0.0683,0.0089,1,Calgary,Calgary,-0.262,0.023,1.894,0.411,3.0,3.0,5.0,4.0
48060994,-0.060375000000000005,0.005810550748423084,0.06785,0.007475,4,Calgary,Calgary,0.002,-0.153,0.745,1.675,4.0,3.0,5.0,5.0
48060995,-0.04703333333333334,0.011554364254831733,0.050833333333333335,0.0038,3,Calgary,Calgary,-0.479,0.429,0.643,0.073,3.0,4.0,5.0,4.0
48060996,-0.06775,0.0026162950903902272,0.0763,0.008549999999999999,2,Calgary,Calgary,0.347,-0.049,1.086,1.733,4.0,3.0,5.0,5.0
48060997,-0.061,0.0021283796653792696,0.06726666666666667,0.006266666666666667,3,Calgary,Calgary,-0.056,0.268,2.305,1.37,3.0,4.0,5.0,5.0
48060998,-0.06245,0.0035463596358331533,0.0693,0.00685,4,Calgary,Calgary,-0.099,0.106,1.934,1.019,3.0,3.0,5.0,5.0
48060999,-0.05856666666666666,0.003251666239535251,0.06063333333333334,0.0020666666666666667,3,Calgary,Calgary,0.511,0.0,0.848,1.38,4.0,3.0,5.0,5.0
48061000,-0.043050000000000005,0.046881179592668104,0.046150000000000004,0.0031,2,Calgary,Calgary,1.192,0.107,0.823,0.241,5.0,3.0,5.0,4.0
48061001,-0.0695,,0.0713,0.0018,1,Calgary,Calgary,0.126,1.558,1.461,-0.43,4.0,5.0,5.0,3.0
48061005,-0.05018,0.005587217554382509,0.05656,0.006379999999999999,5,Calgary,Calgary,0.257,-0.773,0.842,1.302,4.0,2.0,5.0,5.0
48061006,-0.05006000000000001,0.007400878326252905,0.055420000000000004,0.005359999999999999,5,Calgary,Calgary,-0.182,-0.094,0.68,1.116,3.0,3.0,5.0,5.0
48061007,-0.060149999999999995,0.006434671708797581,0.06284999999999999,0.0027,2,Calgary,Calgary,-0.175,0.038,0.766,1.639,3.0,3.0,5.0,5.0
48061008,-0.06175,0.008273149339882616,0.06545000000000001,0.0037,2,Calgary,Calgary,-0.064,0.133,0.231,0.754,3.0,4.0,4.0,5.0
48061009,-0.043500000000000004,0.00783070878018075,0.05043333333333333,0.006933333333333333,3,Calgary,Calgary,-0.295,0.374,1.503,1.083,3.0,4.0,5.0,5.0
48061010,-0.0452,0.0009848857801796102,0.05256666666666667,0.007366666666666667,3,Calgary,Calgary,-0.54,0.357,0.224,1.376,2.0,4.0,4.0,5.0
48061011,-0.0499,0.0037363083384538785,0.059,0.009099999999999999,3,Calgary,Calgary,-0.525,0.492,0.908,1.435,2.0,4.0,5.0,5.0
48061012,-0.037,,0.045,0.008,1,Calgary,Calgary,0.513,-0.543,0.996,0.849,4.0,2.0,5.0,5.0
48061013,-0.0514,0.01727917822120022,0.05896666666666667,0.007566666666666666,3,Calgary,Calgary,-0.174,-0.43,0.42,1.38,3.0,2.0,4.0,5.0
48061014,-0.0618,0.0037643060449437417,0.0636,0.0018000000000000002,3,Calgary,Calgary,-0.177,-0.714,0.275,1.744,3.0,2.0,4.0,5.0
48061015,-0.060625,0.0047995659525975195,0.06305,0.002425,4,Calgary,Calgary,-0.739,0.563,0.371,1.179,2.0,4.0,4.0,5.0
48061016,-0.0676,0.0017058722109232032,0.0694,0.0018000000000000002,3,Calgary,Calgary,-0.449,1.027,0.628,1.017,3.0,5.0,5.0,5.0
48061017,-0.06755,0.002757716446627541,0.06985,0.0023,2,Calgary,Calgary,-0.581,0.379,-0.045,-0.196,2.0,4.0,3.0,3.0
48061018,-0.0776,,0.0806,0.003,1,Calgary,Calgary,-0.68,0.409,0.239,1.635,2.0,4.0,4.0,5.0
48061019,-0.06186666666666666,0.008655826554023211,0.06573333333333332,0.0038666666666666663,3,Calgary,Calgary,-0.715,0.608,0.273,0.693,2.0,4.0,4.0,4.0
48061020,-0.069425,0.006722784641302542,0.074475,0.00505,4,Calgary,Calgary,-0.513,0.567,0.547,0.867,2.0,4.0,5.0,5.0
48061021,-0.04615,0.005755866572463264,0.0509,0.00475,4,Calgary,Calgary,-0.347,-0.38,0.408,1.009,3.0,2.0,4.0,5.0
48061022,-0.0431,0.002687005768508879,0.0518,0.0087,2,Calgary,Calgary,-0.168,-0.281,0.615,0.81,3.0,3.0,5.0,5.0
48061023,-0.061875,0.006728731926101189,0.066475,0.0046,4,Calgary,Calgary,-0.177,0.733,0.176,0.847,3.0,5.0,4.0,5.0
48061024,-0.063025,0.0069389600565694775,0.0691,0.006075,4,Calgary,Calgary,-0.451,1.062,-0.402,1.159,3.0,5.0,2.0,5.0
48061025,-0.0609,0.0038314488121335994,0.06733333333333334,0.006433333333333333,3,Calgary,Calgary,-0.516,-0.456,0.47,0.948,2.0,2.0,5.0,5.0
48061026,-0.0513,0.0074197933484251,0.0577,0.0064,4,Calgary,Calgary,-0.669,0.327,0.314,1.301,2.0,4.0,4.0,5.0
48061027,-0.07139999999999999,0.01569777054234136,0.07844999999999999,0.00705,2,Calgary,Calgary,-0.4,0.71,0.245,1.699,3.0,5.0,4.0,5.0
48061028,-0.06905,0.01180868324581534,0.07680000000000001,0.00775,2,Calgary,Calgary,-0.093,0.196,0.679,1.963,3.0,4.0,5.0,5.0
48061029,-0.059899999999999995,0.0019680785892167386,0.06725,0.00735,4,Calgary,Calgary,0.212,0.754,0.551,0.738,4.0,5.0,5.0,4.0
48061030,-0.060899999999999996,0.00466690475583121,0.06705,0.00615,2,Calgary,Calgary,1.365,0.066,1.246,3.287,5.0,3.0,5.0,5.0
48061031,-0.05356666666666667,0.0014011899704655837,0.06236666666666666,0.0088,3,Calgary,Calgary,0.143,0.318,1.045,1.161,4.0,4.0,5.0,5.0
48061032,-0.062450000000000006,0.005890387649948572,0.06770000000000001,0.0052499999999999995,4,Calgary,Calgary,-0.396,0.643,0.662,2.389,3.0,4.0,5.0,5.0
48061033,-0.07243333333333334,0.002300724523564974,0.07536666666666667,0.002933333333333333,3,Calgary,Calgary,0.185,-0.313,0.746,2.183,4.0,2.0,5.0,5.0
48061034,-0.06196666666666667,0.004365012409298901,0.06633333333333334,0.004366666666666667,3,Calgary,Calgary,-0.512,0.069,0.925,1.199,2.0,3.0,5.0,5.0
48061035,-0.0765,,0.079,0.0025,1,Calgary,Calgary,0.761,0.435,0.173,1.012,4.0,4.0,4.0,5.0
48061036,-0.06180000000000001,0.01767766952966369,0.06805,0.00625,2,Calgary,Calgary,-0.337,0.592,0.207,0.614,3.0,4.0,4.0,4.0
48061038,-0.06520000000000001,0.005128352561983227,0.0732,0.008,4,Calgary,Calgary,-0.616,0.524,0.233,1.669,2.0,4.0,4.0,5.0
48061039,-0.0688,,0.0781,0.0093,1,Calgary,Calgary,1.064,0.112,0.724,2.458,5.0,3.0,5.0,5.0
48061040,-0.0595,0.00412391399845664,0.07150000000000001,0.012,4,Calgary,Calgary,-0.19,-1.068,0.115,0.729,3.0,1.0,4.0,4.0
48061041,-0.05879999999999999,,0.0715,0.0127,1,Calgary,Calgary,0.405,0.538,1.309,2.238,4.0,4.0,5.0,5.0
48061042,-0.0534,0.0007071067811865482,0.061,0.007600000000000001,2,Calgary,Calgary,-0.15,-0.538,0.612,1.192,3.0,2.0,5.0,5.0
48061043,-0.05835,0.007000357133746817,0.0643,0.00595,2,Calgary,Calgary,0.259,0.384,1.886,1.05,4.0,4.0,5.0,5.0
48061044,-0.0576,0.004808326112068524,0.06455,0.00695,2,Calgary,Calgary,-0.042,-0.217,0.294,1.562,3.0,3.0,4.0,5.0
48061045,-0.029550000000000003,0.001909188309203679,0.03425,0.0047,2,Calgary,Calgary,-0.625,1.006,0.081,1.364,2.0,5.0,4.0,5.0
48061046,-0.03975,0.021001071401240464,0.0448,0.00505,2,Calgary,Calgary,-0.664,0.771,-0.171,0.026,2.0,5.0,3.0,4.0
48061047,-0.026,0.0007071067811865433,0.03415,0.008150000000000001,2,Calgary,Calgary,-0.76,0.067,0.318,0.591,2.0,3.0,4.0,4.0
48061048,-0.05406666666666667,0.000550757054728612,0.06086666666666667,0.0068000000000000005,3,Calgary,Calgary,-0.808,0.075,0.398,0.077,2.0,3.0,4.0,4.0
48061049,-0.0549,,0.059,0.0041,1,Calgary,Calgary,-1.186,0.674,0.513,2.291,1.0,4.0,5.0,5.0
48061050,-0.0581,0.005551576352712796,0.064025,0.005925,4,Calgary,Calgary,0.755,0.689,-0.127,1.375,4.0,5.0,3.0,5.0
48061051,-0.05745,0.0014849242404917531,0.0648,0.007350000000000001,2,Calgary,Calgary,-0.675,0.009,0.604,0.542,2.0,3.0,5.0,4.0
48061052,-0.055600000000000004,0.004911211663123469,0.061233333333333334,0.005633333333333333,3,Calgary,Calgary,-0.557,0.014,0.255,0.414,2.0,3.0,4.0,4.0
48061053,-0.05825,0.000777817459305205,0.06395,0.0057,2,Calgary,Calgary,-0.083,-0.928,0.311,0.881,3.0,1.0,4.0,5.0
48061054,-0.055999999999999994,0.0005656854249492371,0.0639,0.0079,2,Calgary,Calgary,-0.195,0.21,-0.432,0.214,3.0,4.0,2.0,4.0
48061055,-0.05615,0.0005446711546122707,0.064075,0.007925,4,Calgary,Calgary,-0.845,0.802,0.385,1.7,1.0,5.0,4.0,5.0
48061056,-0.055433333333333334,0.006185736280616348,0.062400000000000004,0.006966666666666667,3,Calgary,Calgary,-0.348,0.362,0.799,0.263,3.0,4.0,5.0,4.0
48061057,-0.07305,0.008131727983645304,0.0802,0.00715,2,Calgary,Calgary,-0.777,0.045,-0.077,1.433,2.0,3.0,3.0,5.0
48061058,-0.08310000000000001,,0.0897,0.0066,1,Calgary,Calgary,-0.227,-0.376,-0.126,1.312,3.0,2.0,3.0,5.0
48061059,-0.0596,0.004384062043356595,0.0641,0.0045,2,Calgary,Calgary,-0.22,-0.401,0.552,1.58,3.0,2.0,5.0,5.0
48061060,-0.057300000000000004,,0.0599,0.0026,1,Calgary,Calgary,0.57,-0.597,0.19,2.101,4.0,2.0,4.0,5.0
48061061,-0.0588,0.009473823585719406,0.06135,0.00255,4,Calgary,Calgary,0.289,-0.707,0.911,1.849,4.0,2.0,5.0,5.0
48061062,-0.07450000000000001,,0.0782,0.0037,1,Calgary,Calgary,-0.509,-0.305,0.36,0.965,2.0,3.0,4.0,5.0
48061063,-0.08143333333333333,0.013720908619086902,0.0858,0.004366666666666666,3,Calgary,Calgary,-0.617,1.078,-0.154,1.89,2.0,5.0,3.0,5.0
48061064,-0.0656,0.017253405460951766,0.06905,0.00345,2,Calgary,Calgary,-0.209,-0.476,-0.277,1.629,3.0,2.0,3.0,5.0
48061065,-0.08065,0.008697413408594519,0.0848,0.00415,2,Calgary,Calgary,-0.226,-0.694,1.562,1.545,3.0,2.0,5.0,5.0
48061067,-0.032,,0.0406,0.0086,1,Calgary,Calgary,0.461,-0.684,0.598,1.333,4.0,2.0,5.0,5.0
48061068,-0.0325,0.0022627416997969495,0.03825,0.00575,2,Calgary,Calgary,0.333,-0.706,0.961,1.61,4.0,2.0,5.0,5.0
48061069,-0.03635,0.003464823227814084,0.0408,0.00445,2,Calgary,Calgary,-0.236,-0.234,1.343,2.141,3.0,3.0,5.0,5.0
48061070,-0.03475,0.0024748737341529184,0.040150000000000005,0.0054,2,Calgary,Calgary,-0.095,0.014,0.985,1.102,3.0,3.0,5.0,5.0
48061071,-0.03375,0.0004949747468305803,0.03855,0.0048000000000000004,2,Calgary,Calgary,-0.309,0.571,0.251,1.633,3.0,4.0,4.0,5.0
48061072,-0.034,0.0004242640687119235,0.03825,0.00425,2,Calgary,Calgary,-0.187,-0.372,0.674,1.651,3.0,2.0,5.0,5.0
48061073,-0.03165,0.00261629509039023,0.03855,0.0069,2,Calgary,Calgary,-0.071,-0.272,0.811,1.872,3.0,3.0,5.0,5.0
48061076,-0.055799999999999995,0.001979898987322331,0.06095,0.00515,2,Calgary,Calgary,-0.484,0.284,0.95,1.322,3.0,4.0,5.0,5.0
48061077,-0.04676666666666667,0.015258221827373377,0.05096666666666667,0.0042,3,Calgary,Calgary,0.936,-0.354,0.236,3.055,5.0,2.0,4.0,5.0
48061078,-0.055299999999999995,,0.059,0.0037,1,Calgary,Calgary,0.235,-1.056,0.687,2.326,4.0,1.0,5.0,5.0
48061079,-0.0574,,0.0608,0.0034,1,Calgary,Calgary,-0.828,-0.624,0.621,2.486,1.0,2.0,5.0,5.0
48061080,-0.0633,0.005939696961966998,0.06609999999999999,0.0028,2,Calgary,Calgary,-0.28,-0.906,0.046,1.736,3.0,1.0,4.0,5.0
48061081,-0.07091666666666667,0.005463118767395291,0.07378333333333333,0.0028666666666666667,6,Calgary,Calgary,-0.271,-0.095,0.551,1.451,3.0,3.0,5.0,5.0
48061082,-0.07175000000000001,0.00855599205235722,0.07655,0.0048000000000000004,2,Calgary,Calgary,-0.103,-0.647,0.717,1.966,3.0,2.0,5.0,5.0
48061083,-0.0617,,0.0693,0.0076,1,Calgary,Calgary,0.312,-0.264,0.257,2.375,4.0,3.0,4.0,5.0
48061084,-0.06626666666666668,0.003510460558578223,0.07406666666666667,0.0078000000000000005,3,Calgary,Calgary,0.377,-0.765,0.727,0.86,4.0,2.0,5.0,5.0
48061085,-0.06105,0.0048058991527774216,0.0739,0.01285,4,Calgary,Calgary,-0.918,-0.303,0.671,2.382,1.0,3.0,5.0,5.0
48061086,-0.067225,0.023205225704569222,0.07665,0.009425,4,Calgary,Calgary,-0.427,0.147,1.089,1.736,3.0,4.0,5.0,5.0
